"","moduleColor","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"291","5","GO:0005891",0.0134173046758464,0.999436060509034,2,6,"voltage-gated calcium channel complex","CC"
"292","5","GO:0005267",0.0142042139225553,0.997924650363636,4,14,"potassium channel activity","MF"
"293","5","GO:0020037",0.0150644543313374,0.994862849889574,9,77,"heme binding","MF"
"294","5","GO:0031110",0.0189830643615744,0.99945357596378,2,3,"regulation of microtubule polymerization or depolymerization","BP"
"295","5","GO:0006979",0.0259345667694497,0.996652216405997,3,13,"response to oxidative stress","BP"
"296","5","GO:0005249",0.0268252184740267,0.996404757331465,3,15,"voltage-gated potassium channel activity","MF"
"297","5","GO:0006629",0.0308264489909442,0.990969408300417,6,42,"lipid metabolic process","BP"
"298","5","GO:0007286",0.0322675948404445,1,1,1,"spermatid development","BP"
"299","5","GO:0034584",0.0322675948404445,1,1,1,"piRNA binding","MF"
"300","5","GO:0004536",0.0347243402285181,1,1,1,"deoxyribonuclease activity","MF"
"301","5","GO:0006308",0.0347243402285181,1,1,1,"DNA catabolic process","BP"
"302","5","GO:0016702",0.0350383007327568,0.994739049078132,3,16,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"303","5","GO:0008446",0.0352320547811543,1,1,1,"GDP-mannose 4,6-dehydratase activity","MF"
"304","5","GO:0019673",0.0352320547811543,1,1,1,"GDP-mannose metabolic process","BP"
"305","5","GO:0048870",0.0360605470138995,1,1,1,"cell motility","BP"
"306","5","GO:0000103",0.0436489246659029,1,1,1,"sulfate assimilation","BP"
"307","5","GO:0004020",0.0436489246659029,1,1,1,"adenylylsulfate kinase activity","MF"
"308","5","GO:0004781",0.0436489246659029,1,1,1,"sulfate adenylyltransferase (ATP) activity","MF"
"309","5","GO:0000154",0.0455636689672435,1,1,1,"rRNA modification","BP"
"310","5","GO:0000179",0.0455636689672435,1,1,1,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF"
"311","5","GO:0016671",0.0458016642702508,1,1,1,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF"
"312","5","GO:0051017",0.0467126946939064,1,1,1,"actin filament bundle assembly","BP"
"313","5","GO:0004499",0.0493819648405225,0.995793002169539,2,6,"N,N-dimethylaniline monooxygenase activity","MF"
"314","5","GO:0003756",0.0494031595704443,0.995569539888874,2,7,"protein disulfide isomerase activity","MF"
"315","6","GO:0008270",3.95437082658575e-06,0.999998520553364,35,343,"zinc ion binding","MF"
"316","6","GO:0042981",1.12412020554304e-05,0.999997927809974,13,74,"regulation of apoptotic process","BP"
"317","6","GO:0005515",0.000102688098191083,0.999934530957222,121,1801,"protein binding","MF"
"318","6","GO:0004820",0.00116090184942719,1,2,2,"glycine-tRNA ligase activity","MF"
"319","6","GO:0006426",0.00116090184942719,1,2,2,"glycyl-tRNA aminoacylation","BP"
"320","6","GO:0043087",0.00223831930592292,0.99984839525192,4,8,"regulation of GTPase activity","BP"
"321","6","GO:0006376",0.00348137392268936,1,2,2,"mRNA splice site selection","BP"
"322","6","unknown",0.00384119332663862,0.998045432217125,27,517,NA,NA
"323","6","GO:0003774",0.00390934582127349,0.999343953727238,6,20,"motor activity","MF"
"324","6","GO:0016459",0.00390934582127349,0.999343953727238,6,20,"myosin complex","CC"
"325","6","GO:0004672",0.00673308565425843,0.997054476974914,17,193,"protein kinase activity","MF"
"326","6","GO:0005685",0.00704483429356025,0.999880716828124,2,3,"U1 snRNP","CC"
"327","6","GO:0005085",0.0134419407856493,0.995614454303876,9,54,"guanyl-nucleotide exchange factor activity","MF"
"328","6","GO:0006468",0.0155739159711356,0.991755253766226,22,289,"protein phosphorylation","BP"
"329","6","GO:0043531",0.0161016271542448,0.999255220293341,2,6,"ADP binding","MF"
"330","6","GO:0035556",0.0211338825561888,0.991472816017743,11,95,"intracellular signal transduction","BP"
"331","6","GO:0007264",0.0222148898471097,0.994938813183421,5,29,"small GTPase mediated signal transduction","BP"
"332","6","GO:0051015",0.0231885658947607,0.994722269736996,5,26,"actin filament binding","MF"
"333","6","GO:0006366",0.0235103101722837,0.998596714035708,2,7,"transcription by RNA polymerase II","BP"
"334","6","GO:0043130",0.0241629684653604,0.999206887796352,2,3,"ubiquitin binding","MF"
"335","6","GO:0007165",0.0293874496060897,0.985930530919253,14,170,"signal transduction","BP"
"336","6","GO:0004423",0.0295300723487648,1,1,1,"iduronate-2-sulfatase activity","MF"
"337","6","GO:0000799",0.0295347393841341,1,1,1,"nuclear condensin complex","CC"
"338","6","GO:0044547",0.0295347393841341,1,1,1,"DNA topoisomerase binding","MF"
"339","6","GO:0072587",0.0295347393841341,1,1,1,"DNA topoisomerase (ATP-hydrolyzing) activator activity","MF"
"340","6","GO:0007156",0.0323092473213919,0.993621993982806,4,18,"homophilic cell adhesion via plasma membrane adhesion molecules","BP"
"341","6","GO:0010468",0.0329266613302514,1,1,1,"regulation of gene expression","BP"
"342","6","GO:0006904",0.0335274134408656,0.997696964237043,2,6,"vesicle docking involved in exocytosis","BP"
"343","6","GO:0047874",0.033730213616107,1,1,1,"dolichyldiphosphatase activity","MF"
"344","6","GO:0004930",0.0394441765861802,0.983892340945421,9,112,"G protein-coupled receptor activity","MF"
"345","6","GO:0004714",0.043533233861765,0.996364208635068,2,7,"transmembrane receptor protein tyrosine kinase activity","MF"
"346","6","GO:0016747",0.0438223850016977,0.996192427993326,2,8,"transferase activity, transferring acyl groups other than amino-acyl groups","MF"
"347","7","GO:0003677",9.25586287911907e-21,1,54,334,"DNA binding","MF"
"348","7","GO:0006334",3.67148359972904e-19,1,24,38,"nucleosome assembly","BP"
"349","7","GO:0000786",4.47179589664403e-18,1,24,42,"nucleosome","CC"
"350","7","GO:0000981",2.91965626928628e-08,0.999999996113719,16,62,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"351","7","GO:0006355",3.10856552845421e-05,0.999989786981741,23,229,"regulation of transcription, DNA-templated","BP"
"352","7","GO:0015377",0.000288583316128134,1,2,2,"cation:chloride symporter activity","MF"
"353","7","GO:0004587",0.000330417943642221,1,2,2,"ornithine-oxo-acid transaminase activity","MF"
"354","7","GO:0003676",0.000954724731370883,0.999620288796249,20,356,"nucleic acid binding","MF"
"355","7","GO:0004683",0.00191460640866143,0.999983524721724,2,3,"calmodulin-dependent protein kinase activity","MF"
"356","7","GO:0055085",0.00392741483321936,0.99872091248207,11,215,"transmembrane transport","BP"
"357","7","GO:0017110",0.00523834863456365,1,2,2,"nucleoside-diphosphatase activity","MF"
"358","7","GO:0005516",0.00539949854127242,0.999859236767534,2,6,"calmodulin binding","MF"
"359","7","GO:0004869",0.00836088481404536,0.999845203722598,2,3,"cysteine-type endopeptidase inhibitor activity","MF"
"360","7","GO:0016614",0.0123868022001978,0.999454767310189,2,8,"oxidoreductase activity, acting on CH-OH group of donors","MF"
"361","7","GO:0004767",0.0124600847524837,1,1,1,"sphingomyelin phosphodiesterase activity","MF"
"362","7","GO:0006685",0.0124600847524837,1,1,1,"sphingomyelin catabolic process","BP"
"363","7","GO:0030623",0.013042376159743,1,1,1,"U5 snRNA binding","MF"
"364","7","GO:0022857",0.0142260926219978,0.996386751294622,6,82,"transmembrane transporter activity","MF"
"365","7","GO:0120009",0.015510918104491,0.99944015469444,2,4,"intermembrane lipid transfer","BP"
"366","7","GO:0120013",0.015510918104491,0.99944015469444,2,4,"intermembrane lipid transfer activity","MF"
"367","7","GO:0001558",0.0195765347222539,1,1,1,"regulation of cell growth","BP"
"368","7","GO:0030010",0.0195765347222539,1,1,1,"establishment of cell polarity","BP"
"369","7","GO:0030295",0.0195765347222539,1,1,1,"protein kinase activator activity","MF"
"370","7","GO:0030001",0.0196810606012203,0.997572782772842,3,20,"metal ion transport","BP"
"371","7","GO:0016126",0.020285792101974,1,1,1,"sterol biosynthetic process","BP"
"372","7","GO:0016628",0.020285792101974,1,1,1,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","MF"
"373","7","GO:0006621",0.0221809780253893,1,1,1,"protein retention in ER lumen","BP"
"374","7","GO:0046923",0.0221809780253893,1,1,1,"ER retention sequence binding","MF"
"375","7","GO:0008934",0.023357126235387,1,1,1,"inositol monophosphate 1-phosphatase activity","MF"
"376","7","GO:0008376",0.0250464312240221,0.998318550884262,2,10,"acetylgalactosaminyltransferase activity","MF"
"377","7","GO:0032580",0.0250464312240221,0.998318550884262,2,10,"Golgi cisterna membrane","CC"
"378","7","GO:0031464",0.025244557116746,1,1,1,"Cul4A-RING E3 ubiquitin ligase complex","CC"
"379","7","GO:0016055",0.0268770046137334,0.998094786169976,2,11,"Wnt signaling pathway","BP"
"380","7","GO:0005102",0.0274440726406886,0.998032615910723,2,11,"signaling receptor binding","MF"
"381","7","GO:0004378",0.0290281100531254,1,1,1,"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity","MF"
"382","7","GO:0007264",0.0317900642630562,0.995134633408013,3,29,"small GTPase mediated signal transduction","BP"
"383","7","GO:0042593",0.0328443098544066,0.99972653850552,1,2,"glucose homeostasis","BP"
"384","7","GO:0070122",0.0330192903153563,0.997273098768492,2,15,"isopeptidase activity","MF"
"385","7","GO:0008131",0.0347212988189643,0.997570987237899,2,6,"primary amine oxidase activity","MF"
"386","7","GO:0009308",0.0347212988189643,0.997570987237899,2,6,"amine metabolic process","BP"
"387","7","GO:0046873",0.0387515310463738,0.996568512135281,2,13,"metal ion transmembrane transporter activity","MF"
"388","7","GO:0008289",0.0447413619347788,0.995540661461606,2,19,"lipid binding","MF"
"389","7","GO:0006811",0.0470632939042306,0.991354720138978,3,52,"ion transport","BP"
"390","7","GO:0032543",0.0471103568583126,1,1,1,"mitochondrial translation","BP"
"391","7","GO:0048038",0.0487986506316599,0.995383423532915,2,9,"quinone binding","MF"
"392","8","GO:0000786",3.03979844792531e-07,0.999999986389626,7,42,"nucleosome","CC"
"393","8","GO:0003677",2.2128015142955e-06,0.99999964609405,13,334,"DNA binding","MF"
"394","8","GO:0003729",2.7698366219882e-05,0.999999705222564,3,10,"mRNA binding","MF"
"395","8","GO:0005849",7.52195717048298e-05,1,2,2,"mRNA cleavage factor complex","CC"
"396","8","GO:0006378",7.52195717048298e-05,1,2,2,"mRNA polyadenylation","BP"
"397","8","GO:0006352",0.000125244548614453,0.999997714575818,3,11,"DNA-templated transcription, initiation","BP"
"398","8","GO:0005765",0.000252985583181943,0.999999231337223,2,3,"lysosomal membrane","CC"
"399","8","GO:0006334",0.000783448651807139,0.999943504017956,4,38,"nucleosome assembly","BP"
"400","8","GO:0006351",0.000811982973552212,0.999967704624505,3,27,"transcription, DNA-templated","BP"
"401","8","GO:0046855",0.000832718497628475,0.999992422081619,2,5,"inositol phosphate dephosphorylation","BP"
"402","8","GO:0046854",0.00146201212049363,0.999979660943156,2,7,"phosphatidylinositol phosphorylation","BP"
"403","8","GO:0046982",0.00291529346972038,0.999815560011404,3,34,"protein heterodimerization activity","MF"
"404","8","GO:0000974",0.00485980771235188,1,1,1,"Prp19 complex","CC"
"405","8","GO:0016602",0.00797894445356744,1,1,1,"CCAAT-binding factor complex","CC"
"406","8","GO:0040001",0.00995942315652792,1,1,1,"establishment of mitotic spindle localization","BP"
"407","8","GO:0005773",0.010342229565682,1,1,1,"vacuole","CC"
"408","8","GO:0015809",0.010342229565682,1,1,1,"arginine transport","BP"
"409","8","GO:0051453",0.010342229565682,1,1,1,"regulation of intracellular pH","BP"
"410","8","GO:0009249",0.0111089659009427,1,1,1,"protein lipoylation","BP"
"411","8","GO:0033819",0.0111089659009427,1,1,1,"lipoyl(octanoyl) transferase activity","MF"
"412","8","GO:0030532",0.0112461855230962,1,1,1,"small nuclear ribonucleoprotein complex","CC"
"413","8","GO:1903507",0.0118652558904629,1,1,1,"negative regulation of nucleic acid-templated transcription","BP"
"414","8","GO:0000281",0.0130090677026788,0.999957881988565,1,2,"mitotic cytokinesis","BP"
"415","8","GO:0030127",0.0138974245840278,0.999935932374238,1,3,"COPII vesicle coat","CC"
"416","8","GO:0005819",0.0145895940809479,0.999946983316821,1,2,"spindle","CC"
"417","8","GO:0005786",0.0161626231925866,0.999934882275868,1,2,"signal recognition particle, endoplasmic reticulum targeting","CC"
"418","8","GO:0030942",0.0161626231925866,0.999934882275868,1,2,"endoplasmic reticulum signal peptide binding","MF"
"419","8","GO:0003810",0.0164378312950367,0.99989909544271,1,4,"protein-glutamine gamma-glutamyltransferase activity","MF"
"420","8","GO:0018149",0.0164378312950367,0.99989909544271,1,4,"peptide cross-linking","BP"
"421","8","GO:0070176",0.019642805610194,0.999903648824441,1,2,"DRM complex","CC"
"422","8","GO:0000978",0.0212036353226459,0.99985036444926,1,3,"RNA polymerase II proximal promoter sequence-specific DNA binding","MF"
"423","8","GO:0005665",0.0221337732070721,0.999877505529621,1,2,"RNA polymerase II, core complex","CC"
"424","8","GO:0044548",0.0238287713700949,0.999857902140083,1,2,"S100 protein binding","MF"
"425","8","GO:0005634",0.0242479869306883,0.994000741209926,5,244,"nucleus","CC"
"426","8","GO:0043248",0.0286554186025556,0.999691747278601,1,4,"proteasome assembly","BP"
"427","8","GO:0003714",0.028674776293856,0.999725400953292,1,3,"transcription corepressor activity","MF"
"428","8","GO:0032508",0.0322560786808641,0.999553451547105,1,7,"DNA duplex unwinding","BP"
"429","8","GO:0030176",0.0328222763527815,0.999568088186223,1,5,"integral component of endoplasmic reticulum membrane","CC"
"430","8","GO:0015631",0.0347137668242206,0.999596439505697,1,3,"tubulin binding","MF"
"431","8","GO:0008312",0.0370652530015917,0.999448233133453,1,5,"7S RNA binding","MF"
"432","8","GO:0008380",0.0384680718163834,0.999405330554227,1,5,"RNA splicing","BP"
"433","8","GO:0006886",0.0442226302362812,0.995425164521363,2,63,"intracellular protein transport","BP"
"434","8","GO:0006888",0.0447469346618958,0.999160069353495,1,6,"ER to Golgi vesicle-mediated transport","BP"
"435","8","GO:0008324",0.046234520703801,0.999102753196257,1,6,"cation transmembrane transporter activity","MF"
"436","9","GO:0004252",1.6429003944759e-09,0.999999999954017,8,55,"serine-type endopeptidase activity","MF"
"437","9","GO:0006508",3.70213023021036e-07,0.999999965330158,10,204,"proteolysis","BP"
"438","9","GO:0055114",0.00012226437699301,0.999977182006887,10,365,"oxidation-reduction process","BP"
"439","9","GO:0016715",0.000589750676100218,0.999994832765253,2,7,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF"
"440","9","GO:0008218",0.000963839441278309,0.999989744354123,2,6,"bioluminescence","BP"
"441","9","GO:0016705",0.00381976423045178,0.999730436430918,3,46,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"442","9","GO:0016702",0.00411433455669445,0.999886781724458,2,16,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"443","9","GO:0005507",0.00646384060558798,0.999770786863589,2,20,"copper ion binding","MF"
"444","9","GO:0005506",0.00802472015352797,0.99925210537229,3,62,"iron ion binding","MF"
"445","9","GO:0003904",0.00806027468234423,1,1,1,"deoxyribodipyrimidine photo-lyase activity","MF"
"446","9","GO:0031177",0.00817645482451868,0.999983425424528,1,2,"phosphopantetheine binding","MF"
"447","9","GO:0004729",0.00822036354385531,1,1,1,"oxygen-dependent protoporphyrinogen oxidase activity","MF"
"448","9","GO:0008716",0.00827038227010124,1,1,1,"D-alanine-D-alanine ligase activity","MF"
"449","9","GO:0042754",0.00828420169840342,1,1,1,"negative regulation of circadian rhythm","BP"
"450","9","GO:0004315",0.00862831835720707,0.999981538600571,1,2,"3-oxoacyl-[acyl-carrier-protein] synthase activity","MF"
"451","9","GO:0020037",0.011581150138828,0.99875827265874,3,77,"heme binding","MF"
"452","9","GO:0003810",0.0163280809209819,0.999900578657723,1,4,"protein-glutamine gamma-glutamyltransferase activity","MF"
"453","9","GO:0018149",0.0163280809209819,0.999900578657723,1,4,"peptide cross-linking","BP"
"454","9","GO:0006633",0.0207579684753765,0.999828337042184,1,5,"fatty acid biosynthetic process","BP"
"455","9","GO:0006779",0.0268300385394511,0.999730346633581,1,4,"porphyrin-containing compound biosynthetic process","BP"
"456","9","GO:0008199",0.0366550845382125,0.999461198486789,1,5,"ferric iron binding","MF"
