GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm,pattern,percHits
GO:0051247,1.338571433149344e-5,0.9999911576526188,222,741,positive regulation of protein metabolic process,BP,8.18397359014133e-4,regulation of nucleobase-containing compound metabolic process,Early,29.959514170040485
GO:0006475,1.389105769130565e-5,0.9999950187002106,38,85,internal protein amino acid acetylation,BP,8.465453313429667e-4,macromolecule modification,Early,44.70588235294118
GO:0007080,1.4269886543253883e-5,0.999996909261127,21,37,mitotic metaphase chromosome alignment,BP,8.640393360000446e-4,organelle localization,Early,56.75675675675676
GO:0000724,1.4435277948319623e-5,0.9999953794206592,32,68,double-strand break repair via homologous recombination,BP,8.684687509418748e-4,DNA metabolic process,Early,47.05882352941176
GO:0000725,1.4435277948319623e-5,0.9999953794206592,32,68,recombinational repair,BP,8.684687509418748e-4,DNA metabolic process,Early,47.05882352941176
GO:0010608,1.4764724091681855e-5,0.9999920679047344,99,288,post-transcriptional regulation of gene expression,BP,8.854602527721689e-4,regulation of nucleobase-containing compound metabolic process,Early,34.375
GO:0048585,1.6718626365961355e-5,0.9999889117258,222,744,negative regulation of response to stimulus,BP,9.994554066584706e-4,DNA damage response,Early,29.838709677419356
GO:0044772,1.860816204157346e-5,0.9999910845378012,64,169,mitotic cell cycle phase transition,BP,0.00109846488841651,cell cycle,Early,37.8698224852071
GO:0006476,2.1292301669019187e-5,0.9999959896445908,18,30,protein deacetylation,BP,0.00124520289667484,macromolecule modification,Early,60
GO:0034502,2.2184877248375893e-5,0.9999939916784004,25,49,protein localization to chromosome,BP,0.00128939328229681,RNA localization,Early,51.02040816326531
GO:0010467,2.2365553843254933e-5,0.9999839239140704,335,1183,gene expression,BP,0.00129589459822256,nucleic acid metabolic process,Early,28.317836010143704
GO:0043543,2.271676944511145e-5,0.9999908416180876,44,105,protein acylation,BP,0.00130819414501802,macromolecule modification,Early,41.904761904761905
GO:1905269,2.482291431557419e-5,0.9999910679815244,36,81,positive regulation of chromatin organization,BP,0.00140703155951037,chromatin organization,Early,44.44444444444444
GO:0045944,2.4881392879664143e-5,0.9999845543560312,148,468,positive regulation of transcription by RNA polymerase II,BP,0.00140703155951037,positive regulation of cellular process,Early,31.62393162393162
GO:0051169,2.724565673023898e-5,0.9999862420011596,70,191,nuclear transport,BP,0.00153153122951382,nuclear transport,Early,36.64921465968586
GO:0010638,2.746503881486084e-5,0.9999841310840272,113,343,positive regulation of organelle organization,BP,0.00153926829143644,chromosome organization,Early,32.94460641399417
GO:0000381,2.7662389422959703e-5,0.9999918517775171,27,55,"regulation of alternative mRNA splicing, via spliceosome",BP,0.00154355505404808,mRNA processing,Early,49.09090909090909
GO:0000077,2.7705464832895435e-5,0.9999895940928868,38,88,DNA damage checkpoint signaling,BP,0.00154355505404808,cell cycle,Early,43.18181818181818
GO:0018022,2.8929714756488e-5,0.999992905192468,22,41,peptidyl-lysine methylation,BP,0.00160700725244668,macromolecule modification,Early,53.65853658536586
GO:0003006,2.9151109775418223e-5,0.9999799780832492,232,788,developmental process involved in reproduction,BP,0.00161454278876735,reproductive process,Early,29.441624365482234
GO:0006913,2.9457747842932575e-5,0.9999851605316968,69,188,nucleocytoplasmic transport,BP,0.0016267414945169,nuclear transport,Early,36.702127659574465
GO:0046328,2.9556935774306604e-5,0.9999880504560256,43,103,regulation of JNK cascade,BP,0.00162744636715195,regulation of intracellular signal transduction,Early,41.74757281553398
GO:0050793,3.677052266626695e-5,0.9999730239633778,342,1220,regulation of developmental process,BP,0.00198972905841515,regulation of developmental process,Early,28.0327868852459
GO:0000226,3.716433691694988e-5,0.999977384253266,125,389,microtubule cytoskeleton organization,BP,0.00200527687244436,microtubule cytoskeleton organization,Early,32.13367609254499
GO:0060562,3.773231121814056e-5,0.9999766982045376,133,417,epithelial tube morphogenesis,BP,0.00203010615013944,epithelial tube morphogenesis,Early,31.894484412470025
GO:0032872,3.8352175702769216e-5,0.999983164265018,49,123,regulation of stress-activated MAPK cascade,BP,0.00205757783663489,regulation of cell communication,Early,39.83739837398374
GO:0019220,4.3333125143443066e-5,0.999970403125044,208,699,regulation of phosphate metabolic process,BP,0.00230510191970671,regulation of nucleobase-containing compound metabolic process,Early,29.756795422031473
GO:0051174,4.3333125143443066e-5,0.999970403125044,208,699,regulation of phosphorus metabolic process,BP,0.00230510191970671,regulation of nucleobase-containing compound metabolic process,Early,29.756795422031473
GO:0000122,4.353229815436885e-5,0.999974008642183,117,359,negative regulation of transcription by RNA polymerase II,BP,0.00230917382125329,negative regulation of cellular process,Early,32.590529247910865
GO:0006468,4.3891592211456e-5,0.9999731695107512,125,390,protein phosphorylation,BP,0.00232169262060092,macromolecule modification,Early,32.05128205128205
GO:0006950,4.450857299437328e-5,0.9999663756096112,414,1508,response to stress,BP,0.00234773372004774,DNA damage response,Early,27.453580901856768
GO:0010972,4.4736140738353886e-5,0.999987995507302,23,45,negative regulation of G2/M transition of mitotic cell cycle,BP,0.00235314599509481,cell cycle,Early,51.11111111111111
GO:0033046,4.564187822257697e-5,0.9999924845362688,15,24,negative regulation of sister chromatid segregation,BP,0.00238745058002596,cell cycle,Early,62.5
GO:0006261,4.73203163403457e-5,0.9999800924800728,44,108,DNA-templated DNA replication,BP,0.00245412657120806,DNA metabolic process,Early,40.74074074074074
GO:0051310,4.7437845675733454e-5,0.9999877629988948,22,42,metaphase chromosome alignment,BP,0.00245412657120806,organelle localization,Early,52.38095238095239
GO:0070302,4.917596399494094e-5,0.9999781259187276,49,124,regulation of stress-activated protein kinase signaling cascade,BP,0.00253707555613351,regulation of cell communication,Early,39.516129032258064
GO:0008152,5.084864866174196e-5,0.9999592617145634,944,3692,metabolic process,BP,0.00261620465286683,macromolecule metabolic process,Early,25.568797399783318
GO:0032874,5.272692286228643e-5,0.9999811281894984,33,74,positive regulation of stress-activated MAPK cascade,BP,0.00270473750969123,regulation of cell communication,Early,44.5945945945946
GO:0006479,5.300027301131463e-5,0.999981801850974,31,68,protein methylation,BP,0.00270473750969123,macromolecule modification,Early,45.588235294117645
GO:0008213,5.300027301131463e-5,0.999981801850974,31,68,protein alkylation,BP,0.00270473750969123,macromolecule modification,Early,45.588235294117645
GO:0051303,5.553591270775067e-5,0.9999842472051929,24,48,establishment of chromosome localization,BP,0.00282647776270176,organelle localization,Early,50
GO:0032204,5.706148821580503e-5,0.9999826378589224,26,54,regulation of telomere maintenance,BP,0.00289629348946583,chromosome organization,Early,48.148148148148145
GO:0044092,5.960975320930258e-5,0.999962559396902,136,431,negative regulation of molecular function,BP,0.00301750339431284,regulation of molecular function,Early,31.554524361948953
GO:0044773,6.14209467692869e-5,0.999980103393488,28,60,mitotic DNA damage checkpoint signaling,BP,0.00306785113425734,cell cycle,Early,46.666666666666664
GO:2000045,6.217489095331966e-5,0.9999758270111502,37,87,regulation of G1/S transition of mitotic cell cycle,BP,0.0030892226162057,cell cycle,Early,42.5287356321839
GO:1902099,6.833853652927607e-5,0.999981655168698,22,43,regulation of metaphase/anaphase transition of cell cycle,BP,0.0033512577640177,chromosome organization,Early,51.162790697674424
GO:0071824,6.890164988946245e-5,0.999967135898144,55,145,protein-DNA complex organization,BP,0.00336983016140025,chromatin organization,Early,37.93103448275862
GO:0071168,6.907516554088995e-5,0.999989096918569,14,22,protein localization to chromatin,BP,0.00336983016140025,RNA localization,Early,63.63636363636363
GO:0070304,7.318041117390043e-5,0.9999731811407588,33,75,positive regulation of stress-activated protein kinase signaling cascade,BP,0.00355170186292711,regulation of cell communication,Early,44
GO:1902806,7.427248418569547e-5,0.999969484403804,40,97,regulation of cell cycle G1/S phase transition,BP,0.0035954374028299,cell cycle,Early,41.23711340206185
GO:0048477,7.806208908180518e-5,0.9999505299642044,134,427,oogenesis,BP,0.00376249683430093,reproductive process,Early,31.381733021077284
GO:1902750,8.117156267051679e-5,0.99997529042645,25,52,negative regulation of cell cycle G2/M phase transition,BP,0.00387985501011763,cell cycle,Early,48.07692307692308
GO:0044774,8.118541269901688e-5,0.9999717318763,30,67,mitotic DNA integrity checkpoint signaling,BP,0.00387985501011763,cell cycle,Early,44.776119402985074
GO:0033048,8.118882277636723e-5,0.9999881662937028,13,20,negative regulation of mitotic sister chromatid segregation,BP,0.00387985501011763,cell cycle,Early,65
GO:0043087,8.138403318976506e-5,0.9999573955388812,68,191,regulation of GTPase activity,BP,0.00387985501011763,regulation of molecular function,Early,35.602094240837694
GO:0070192,8.291860488773487e-5,0.9999731624177668,27,58,chromosome organization involved in meiotic cell cycle,BP,0.00393757674716812,reproductive process,Early,46.55172413793103
GO:0043085,8.301300879537705e-5,0.999943836343088,179,596,positive regulation of catalytic activity,BP,0.00393757674716812,regulation of molecular function,Early,30.033557046979865
GO:0051985,8.52328381769009e-5,0.999981961797552,17,30,negative regulation of chromosome segregation,BP,0.00403271250178196,cell cycle,Early,56.666666666666664
GO:0007098,8.819699243529323e-5,0.9999649267468927,37,88,centrosome cycle,BP,0.00416250016177695,microtubule cytoskeleton organization,Early,42.04545454545455
GO:0007062,8.85463524581382e-5,0.9999811932713416,17,30,sister chromatid cohesion,BP,0.004168540907848,chromosome organization,Early,56.666666666666664
GO:0008608,9.128714855666326e-5,0.9999865161309188,13,20,attachment of spindle microtubules to kinetochore,BP,0.00427716137330949,organelle localization,Early,65
GO:0048513,9.130788975999233e-5,0.9999296281311862,435,1603,animal organ development,BP,0.00427716137330949,developmental process,Early,27.13661883967561
GO:0009894,9.49123894857387e-5,0.9999373138913054,157,514,regulation of catabolic process,BP,0.00442399803565828,regulation of nucleobase-containing compound metabolic process,Early,30.544747081712064
GO:0031023,1.0025682369094596e-4,0.9999580370013048,40,98,microtubule organizing center organization,BP,0.00461598104382445,microtubule cytoskeleton organization,Early,40.816326530612244
GO:0006997,1.0319768956628167e-4,0.9999578790278189,38,92,nucleus organization,BP,0.00473979437127475,organelle organization,Early,41.30434782608695
GO:0007017,1.1427530556238938e-4,0.9999239882644034,157,517,microtubule-based process,BP,0.00522310261904212,microtubule cytoskeleton organization,Early,30.36750483558994
GO:0032200,1.1671036265289942e-4,0.9999582093034082,30,68,telomere organization,BP,0.00532148387195338,chromosome organization,Early,44.11764705882353
GO:0048468,1.2134575702505588e-4,0.9999087418427284,331,1193,cell development,BP,0.00549293738110294,developmental process,Early,27.74518021793797
GO:0032774,1.2218241407599005e-4,0.9999232348688916,122,385,RNA biosynthetic process,BP,0.00551754685723014,nucleic acid metabolic process,Early,31.68831168831169
GO:0050000,1.272484665066546e-4,0.999960961894238,24,50,chromosome localization,BP,0.00573257385834165,organelle localization,Early,48
GO:0002009,1.2875251050055344e-4,0.999913581809954,162,536,morphogenesis of an epithelium,BP,0.00577690393591276,developmental process,Early,30.223880597014922
GO:0030100,1.3373025637256866e-4,0.999931271831437,61,169,regulation of endocytosis,BP,0.00598164954335354,regulation of endocytosis,Early,36.09467455621302
GO:0044093,1.367433825716446e-4,0.9999032956803234,213,731,positive regulation of molecular function,BP,0.00610193041992094,regulation of molecular function,Early,29.138166894664842
GO:0046330,1.4491613512458538e-4,0.9999485092022042,29,65,positive regulation of JNK cascade,BP,0.00645133744806398,regulation of intracellular signal transduction,Early,44.61538461538462
GO:0034249,1.509599268162125e-4,0.9999415457422742,33,78,negative regulation of amide metabolic process,BP,0.00670454335348136,negative regulation of cellular process,Early,42.30769230769231
GO:0071108,1.6187214354045055e-4,0.9999676200530032,15,26,protein K48-linked deubiquitination,BP,0.00717226902355346,macromolecule modification,Early,57.692307692307686
GO:0045841,1.6799488997838833e-4,0.9999823594424488,10,14,negative regulation of mitotic metaphase/anaphase transition,BP,0.0073913826476239,cell cycle,Early,71.42857142857143
GO:2000816,1.6799488997838833e-4,0.9999823594424488,10,14,negative regulation of mitotic sister chromatid separation,BP,0.0073913826476239,cell cycle,Early,71.42857142857143
GO:0051028,1.690477457910307e-4,0.9999340787071576,33,78,mRNA transport,BP,0.00741830791840688,mRNA transport,Early,42.30769230769231
GO:1905818,1.7117979863602904e-4,0.9999476769716382,23,48,regulation of chromosome separation,BP,0.00744454223583155,cell cycle,Early,47.91666666666667
GO:0032392,1.7208120218853678e-4,0.9999492847216692,22,45,DNA geometric change,BP,0.00746607490680698,chromosome organization,Early,48.888888888888886
GO:0031329,1.7246787661096276e-4,0.9998863509386708,142,463,regulation of cellular catabolic process,BP,0.00746607490680698,regulation of nucleobase-containing compound metabolic process,Early,30.669546436285096
GO:0017148,1.745944554851282e-4,0.9999342303406656,31,72,negative regulation of translation,BP,0.00754079860376249,negative regulation of cellular process,Early,43.05555555555556
GO:1902807,1.828786644370631e-4,0.9999400876625244,25,54,negative regulation of cell cycle G1/S phase transition,BP,0.0078369130339669,cell cycle,Early,46.2962962962963
GO:2000134,1.828786644370631e-4,0.9999400876625244,25,54,negative regulation of G1/S transition of mitotic cell cycle,BP,0.0078369130339669,cell cycle,Early,46.2962962962963
GO:0006405,1.831151683365428e-4,0.9999224058179742,38,94,RNA export from nucleus,BP,0.0078369130339669,nuclear transport,Early,40.42553191489361
GO:1901976,1.9191490653836928e-4,0.999967594897734,13,21,regulation of cell cycle checkpoint,BP,0.00817635657245256,cell cycle,Early,61.904761904761905
GO:0032886,1.9259489511296623e-4,0.9999005299363564,59,164,regulation of microtubule-based process,BP,0.00818680467239789,microtubule cytoskeleton organization,Early,35.97560975609756
GO:1903312,1.938865261897074e-4,0.999940151649175,23,48,negative regulation of mRNA metabolic process,BP,0.00822314678981617,mRNA processing,Early,47.91666666666667
GO:0006351,2.0069791181980584e-4,0.9998721848695964,119,378,DNA-templated transcription,BP,0.00837991657977552,nucleic acid metabolic process,Early,31.48148148148148
GO:0035601,2.0164557670839312e-4,0.9999496075852152,18,34,protein deacylation,BP,0.00840085808627378,macromolecule modification,Early,52.94117647058824
GO:0009968,2.076910249042309e-4,0.9998555055754076,182,617,negative regulation of signal transduction,BP,0.00861460284134707,regulation of cell communication,Early,29.497568881685577
GO:0048729,2.1570255194637965e-4,0.9998522296394422,167,560,tissue morphogenesis,BP,0.00890766393794358,developmental process,Early,29.82142857142857
GO:0006303,2.1690236262137105e-4,0.99993679980551,21,43,double-strand break repair via nonhomologous end joining,BP,0.00893761135781846,DNA metabolic process,Early,48.837209302325576
GO:0000723,2.254946714027636e-4,0.999916704867024,29,67,telomere maintenance,BP,0.00923845236137518,chromosome organization,Early,43.28358208955223
GO:0031400,2.3844286666368437e-4,0.9998528142892484,102,318,negative regulation of protein modification process,BP,0.00971886931199965,regulation of nucleobase-containing compound metabolic process,Early,32.075471698113205
GO:0045132,2.3923707196552864e-4,0.9999112692927392,29,67,meiotic chromosome segregation,BP,0.00973017991832153,cell cycle,Early,43.28358208955223
GO:0009886,2.48470630327114e-4,0.9998519672711592,89,271,post-embryonic animal morphogenesis,BP,0.01008394491312474,epithelial tube morphogenesis,Early,32.84132841328413
GO:0009888,2.533503782731781e-4,0.9998091751096452,298,1071,tissue development,BP,0.01025987306077896,developmental process,Early,27.824463118580766
GO:0032465,2.6417879871366e-4,0.9999034716252174,28,64,regulation of cytokinesis,BP,0.01060714490101692,cell division,Early,43.75
GO:0051236,2.9116006583614307e-4,0.9998595425498462,47,126,establishment of RNA localization,BP,0.01151856134403447,RNA localization,Early,37.301587301587304
GO:0044085,2.985931975889786e-4,0.999765892005074,415,1541,cellular component biogenesis,BP,0.01178785849852841,organelle organization,Early,26.93056456846204
GO:0006998,3.1138183331090753e-4,0.9999177491140696,18,35,nuclear envelope organization,BP,0.01221589854807854,organelle organization,Early,51.42857142857142
GO:0098732,3.2433460805024174e-4,0.9999139961901616,18,35,macromolecule deacylation,BP,0.01267125519542345,macromolecule modification,Early,51.42857142857142
GO:0050657,3.3747017879786647e-4,0.999837359187986,46,123,nucleic acid transport,BP,0.01304907789926616,mRNA transport,Early,37.39837398373984
GO:0050658,3.3747017879786647e-4,0.999837359187986,46,123,RNA transport,BP,0.01304907789926616,RNA localization,Early,37.39837398373984
GO:0035239,3.394533155673233e-4,0.9997678633829136,154,515,tube morphogenesis,BP,0.01307207645285943,epithelial tube morphogenesis,Early,29.902912621359224
GO:0090630,3.4134284435131934e-4,0.9998881270367108,23,50,activation of GTPase activity,BP,0.01311801449383611,regulation of molecular function,Early,46
GO:0060429,3.4628278884912106e-4,0.9997436603900064,248,879,epithelium development,BP,0.01328075600166557,developmental process,Early,28.213879408418656
GO:0018105,3.513769945006069e-4,0.999842426800706,39,100,peptidyl-serine phosphorylation,BP,0.01344874021024578,macromolecule modification,Early,39
GO:0000086,3.5374596187564883e-4,0.9998619584866046,30,71,G2/M transition of mitotic cell cycle,BP,0.01348459556291567,cell cycle,Early,42.25352112676056
GO:0032508,3.6600572481311434e-4,0.999887482035954,21,44,DNA duplex unwinding,BP,0.01389567299184628,chromosome organization,Early,47.72727272727273
GO:0007389,3.714934430930523e-4,0.99974740504081006,147,489,pattern specification process,BP,0.01407563989312931,multicellular organismal process,Early,30.061349693251532
GO:0051302,3.7995874606587017e-4,0.9998228129829616,42,110,regulation of cell division,BP,0.01433544032755467,cell division,Early,38.18181818181819
GO:0061014,3.8486844575961825e-4,0.9999186975442642,14,25,positive regulation of mRNA catabolic process,BP,0.01444303476838403,mRNA processing,Early,56.00000000000001
GO:0006470,3.8502487673138896e-4,0.999835480576727,35,87,protein dephosphorylation,BP,0.01444303476838403,macromolecule modification,Early,40.229885057471265
GO:0010648,3.86992743161186e-4,0.9997241832111586,190,655,negative regulation of cell communication,BP,0.01448799273651748,regulation of cell communication,Early,29.00763358778626
GO:0022008,3.895368270788422e-4,0.999705803607196,283,1019,neurogenesis,BP,0.01455430156889222,multicellular organismal process,Early,27.77232580961727
GO:0018209,3.923900971329467e-4,0.999818580201555,41,107,peptidyl-serine modification,BP,0.01463187706754558,macromolecule modification,Early,38.31775700934579
GO:0035295,4.0520805765330737e-4,0.9997079483139304,202,701,tube development,BP,0.01507998603491982,epithelial tube morphogenesis,Early,28.815977175463626
GO:1902369,4.0883980336172174e-4,0.999900278955826,16,30,negative regulation of RNA catabolic process,BP,0.01518513281480193,regulation of nucleobase-containing compound metabolic process,Early,53.333333333333336
GO:0007064,4.207049932906983e-4,0.9999445313424844,10,15,mitotic sister chromatid cohesion,BP,0.01553391319344537,chromosome organization,Early,66.66666666666666
GO:0023057,4.217876328112878e-4,0.9996987303943484,190,656,negative regulation of signaling,BP,0.01554341078956822,regulation of intracellular signal transduction,Early,28.96341463414634
GO:0032205,4.2446533714692367e-4,0.9999093335712614,14,25,negative regulation of telomere maintenance,BP,0.01561153664807367,chromosome organization,Early,56.00000000000001
GO:0071897,4.324653690835368e-4,0.9998221731469812,32,78,DNA biosynthetic process,BP,0.01587476679378573,DNA metabolic process,Early,41.02564102564102
GO:0051493,4.3863978900461305e-4,0.9997325715861268,89,276,regulation of cytoskeleton organization,BP,0.01607008923491414,chromosome organization,Early,32.2463768115942
GO:0045931,4.4574924258990433e-4,0.9997816781533782,46,124,positive regulation of mitotic cell cycle,BP,0.0162988426936126,cell cycle,Early,37.096774193548384
GO:0031330,4.4794630220165585e-4,0.9997631665792694,56,158,negative regulation of cellular catabolic process,BP,0.01634743569139415,regulation of nucleobase-containing compound metabolic process,Early,35.44303797468354
GO:0044839,4.663398534907859e-4,0.9998138657493462,30,72,cell cycle G2/M phase transition,BP,0.01682309302482876,cell cycle,Early,41.66666666666667
GO:0008334,4.694473283388475e-4,0.9999158980137756,12,20,histone mRNA metabolic process,BP,0.01690279663470141,mRNA processing,Early,60
GO:0051098,4.7309684858465046e-4,0.9997333764445888,67,197,regulation of binding,BP,0.01700169228186556,regulation of molecular function,Early,34.01015228426396
GO:0051056,5.040320231595541e-4,0.9997387567152444,52,146,regulation of small GTPase mediated signal transduction,BP,0.01796907031294863,regulation of intracellular signal transduction,Early,35.61643835616438
GO:0070507,5.047866919202287e-4,0.9997444414492052,49,135,regulation of microtubule cytoskeleton organization,BP,0.01796907031294863,microtubule cytoskeleton organization,Early,36.2962962962963
GO:0007094,5.189688189669943e-4,0.9999404229291214,9,13,mitotic spindle assembly checkpoint signaling,BP,0.01830093975649339,cell cycle,Early,69.23076923076923
GO:0031577,5.189688189669943e-4,0.9999404229291214,9,13,spindle checkpoint signaling,BP,0.01830093975649339,cell cycle,Early,69.23076923076923
GO:0071173,5.189688189669943e-4,0.9999404229291214,9,13,spindle assembly checkpoint signaling,BP,0.01830093975649339,cell cycle,Early,69.23076923076923
GO:0071174,5.189688189669943e-4,0.9999404229291214,9,13,mitotic spindle checkpoint signaling,BP,0.01830093975649339,cell cycle,Early,69.23076923076923
GO:0044818,5.235144044666441e-4,0.99986672508686,16,31,mitotic G2/M transition checkpoint,BP,0.01842672850562874,cell cycle,Early,51.61290322580645
GO:0046777,5.452598858309382e-4,0.9997343224179652,44,119,protein autophosphorylation,BP,0.0191206497394458,macromolecule modification,Early,36.97478991596639
GO:0034504,5.611574008448601e-4,0.9997213584497766,46,125,protein localization to nucleus,BP,0.01964155207306609,RNA localization,Early,36.8
GO:0045005,5.649583588131779e-4,0.9998646679908652,15,28,DNA-templated DNA replication maintenance of fidelity,BP,0.01971872293704136,DNA metabolic process,Early,53.57142857142857
GO:0009895,5.945849199211969e-4,0.9996750769828484,59,170,negative regulation of catabolic process,BP,0.02065798639674549,regulation of nucleobase-containing compound metabolic process,Early,34.705882352941174
GO:0070828,6.347823574246066e-4,0.9998350990724936,16,31,heterochromatin organization,BP,0.02189301570084755,chromatin organization,Early,51.61290322580645
GO:0032880,6.391164567202696e-4,0.999558820216819,146,491,regulation of protein localization,BP,0.02197208094363144,regulation of endocytosis,Early,29.735234215885946
GO:0051239,6.394084412463507e-4,0.9994997447541386,352,1302,regulation of multicellular organismal process,BP,0.02197208094363144,multicellular organismal process,Early,27.035330261136714
GO:0051130,6.727724004890242e-4,0.999512443583458,192,669,positive regulation of cellular component organization,BP,0.02290954262858736,chromosome organization,Early,28.699551569506728
GO:0031445,6.869447034154291e-4,0.9999339038627764,8,11,regulation of heterochromatin formation,BP,0.0232659275359999,chromatin organization,Early,72.72727272727273
GO:0048699,6.993788896657427e-4,0.9994685093345944,268,968,generation of neurons,BP,0.02360215747544014,multicellular organismal process,Early,27.685950413223143
GO:0060147,7.159511806790875e-4,0.999800358266556,17,34,regulation of post-transcriptional gene silencing,BP,0.02403222225199269,regulation of nucleobase-containing compound metabolic process,Early,50
GO:0035556,7.38385947891443e-4,0.9994746608303982,169,581,intracellular signal transduction,BP,0.02463554654842673,regulation of intracellular signal transduction,Early,29.08777969018933
GO:0007165,7.433895072269619e-4,0.999416628839566,352,1304,signal transduction,BP,0.02468918485113036,DNA damage response,Early,26.993865030674847
GO:0016358,7.556276577174206e-4,0.9996084006158,49,137,dendrite development,BP,0.02505145144802244,dendrite development,Early,35.76642335766424
GO:0060997,7.84695798786103e-4,0.999922739017582,8,11,dendritic spine morphogenesis,BP,0.02583897052515557,dendrite development,Early,72.72727272727273
GO:0007052,7.951494155371349e-4,0.999646406260212,34,87,mitotic spindle organization,BP,0.02613169047814971,microtubule cytoskeleton organization,Early,39.08045977011494
GO:0070988,8.025229533914736e-4,0.9998111082760484,14,26,demethylation,BP,0.02632806574096662,demethylation,Early,53.84615384615385
GO:0031401,8.163668949776686e-4,0.99943074908292,148,501,positive regulation of protein modification process,BP,0.02668924479049388,regulation of nucleobase-containing compound metabolic process,Early,29.540918163672654
GO:0006406,8.202182854868338e-4,0.9996631454220656,29,71,mRNA export from nucleus,BP,0.0267223711660944,nuclear transport,Early,40.845070422535215
GO:0007265,8.342529495281649e-4,0.999603208656224,39,104,Ras protein signal transduction,BP,0.02703927244847654,regulation of intracellular signal transduction,Early,37.5
GO:0042325,8.574390118650008e-4,0.99938211005976,178,617,regulation of phosphorylation,BP,0.02764800348018806,regulation of nucleobase-containing compound metabolic process,Early,28.84927066450567
GO:0051100,8.663424422007372e-4,0.9996179214901574,33,84,negative regulation of binding,BP,0.02783975175611276,regulation of molecular function,Early,39.285714285714285
GO:0090231,8.935109144600411e-4,0.9999344863679228,7,9,regulation of spindle checkpoint,BP,0.02856656032291516,cell cycle,Early,77.77777777777779
GO:0090266,8.935109144600411e-4,0.9999344863679228,7,9,regulation of mitotic cell cycle spindle assembly checkpoint,BP,0.02856656032291516,cell cycle,Early,77.77777777777779
GO:1903504,8.935109144600411e-4,0.9999344863679228,7,9,regulation of mitotic spindle checkpoint,BP,0.02856656032291516,cell cycle,Early,77.77777777777779
GO:0051445,9.022261830626156e-4,0.9996565181637516,25,59,regulation of meiotic cell cycle,BP,0.0287941426201065,reproductive process,Early,42.3728813559322
GO:0010603,9.036874456206758e-4,0.9999624164305936,6,7,regulation of cytoplasmic mRNA processing body assembly,BP,0.0287941426201065,chromosome organization,Early,85.71428571428571
GO:0007399,9.542639910972484e-4,0.9992488956337414,345,1280,nervous system development,BP,0.03029337883571001,multicellular organismal process,Early,26.953125
GO:0090224,9.58187740687894e-4,0.9997212714257364,17,35,regulation of spindle organization,BP,0.03032543419309871,microtubule cytoskeleton organization,Early,48.57142857142857
GO:0051168,9.710038116569336e-4,0.9995236585336714,41,111,nuclear export,BP,0.03062809510437473,nuclear transport,Early,36.93693693693694
GO:0060996,9.7985886708633e-4,0.9997997438815044,12,21,dendritic spine development,BP,0.03082434070916258,dendrite development,Early,57.14285714285714
GO:0009791,9.804991813917685e-4,0.9993074708090584,154,527,post-embryonic development,BP,0.03082434070916258,epithelial tube morphogenesis,Early,29.22201138519924
GO:0008283,9.87144002656629e-4,0.999320990002538,133,447,cell population proliferation,BP,0.0308785859036993,cell population proliferation,Early,29.753914988814316
GO:0060627,9.94206773498707e-4,0.9993632254805542,95,304,regulation of vesicle-mediated transport,BP,0.0310479398868228,regulation of endocytosis,Early,31.25
GO:0007051,0.0010053692466814,0.999458671294762,52,149,spindle organization,BP,0.03134455013949933,microtubule cytoskeleton organization,Early,34.899328859060404
GO:0007264,0.00102813188956391,0.9994787214248972,44,122,small GTPase-mediated signal transduction,BP,0.03189580166783863,regulation of intracellular signal transduction,Early,36.0655737704918
GO:0015931,0.00107456735688949,0.9994230891979504,51,146,nucleobase-containing compound transport,BP,0.03317242278292811,mRNA transport,Early,34.93150684931507
GO:0051641,0.00110447154248527,0.9991241979736036,361,1347,cellular localization,BP,0.03398415623617683,nuclear transport,Early,26.80029695619896
GO:0000076,0.00116665488438593,0.99983293520611,9,14,DNA replication checkpoint signaling,BP,0.03576707042473614,cell cycle,Early,64.28571428571429
GO:0050685,0.00116811365892479,0.9997298117423143,13,24,positive regulation of mRNA processing,BP,0.03576707042473614,mRNA processing,Early,54.166666666666664
GO:2000026,0.00128061244041105,0.999012729555762,269,981,regulation of multicellular organismal development,BP,0.03908462376885015,multicellular organismal process,Early,27.42099898063201
GO:0034660,0.00131810707611382,0.9991306335743532,103,336,ncRNA metabolic process,BP,0.04016387435323542,nucleic acid metabolic process,Early,30.654761904761905
GO:0051225,0.00133270808068194,0.9993837818690848,34,89,spindle assembly,BP,0.0404777836569705,microtubule cytoskeleton organization,Early,38.20224719101123
GO:1902373,0.00134947258641565,0.9996553633172712,14,27,negative regulation of mRNA catabolic process,BP,0.04085517407523036,regulation of nucleobase-containing compound metabolic process,Early,51.85185185185185
GO:0006282,0.00140058427650719,0.9994577797161984,24,57,regulation of DNA repair,BP,0.04214428295181071,DNA metabolic process,Early,42.10526315789473
GO:0003002,0.00140254875020173,0.999041665506256,121,404,regionalization,BP,0.04214428295181071,multicellular organismal process,Early,29.950495049504948
GO:0031468,0.00140324281295657,0.9997929624127668,9,14,nuclear membrane reassembly,BP,0.04214428295181071,organelle organization,Early,64.28571428571429
GO:1902850,0.00141017475694278,0.9992642251761752,45,127,microtubule cytoskeleton organization involved in mitosis,BP,0.04228503319743561,cell cycle,Early,35.43307086614173
